project_id,year,project_type,implementing_agency,location,contractor,has_contractor,contractor_reliability,procurement_mode,funding_source,approved_budget,planned_duration_months,start_month,start_date,planned_end_date,agency_capacity,typhoon_exposure,cpi_at_start,cmrpi_at_start,cpi_change,cmrpi_change,is_delayed,delay_days,delay_probability,is_cost_overrun,cost_overrun_pct,overrun_probability,risk_category
PROJ-2024-1624,2024,Infrastructure,Provincial Agriculture Office,Dumangas,Island Builders Corporation,1,0.61,Alternative Mode (Shopping),20% NTA,106931.68,12,10,2024-10-05,2025-09-30,0.62,16.6,127.8,135.8,4.7,3.4,0,0,0.4607,0,0.0,0.4268,Medium
PROJ-2025-1625,2025,Non-Infrastructure,PCDO,Dingle,N/A,0,0.5,Direct Contracting,Special Budget,541104.7,6,8,2025-08-12,2026-02-08,0.6,11.6,132.5,139.2,0.0,0.0,0,0,0.291,1,0.295,0.2818,Medium
PROJ-2023-1626,2023,Non-Infrastructure,PHO,Iloilo City,PACEMCO Construction,1,0.93,Direct Contracting,MOOE,5511981.7,6,6,2023-06-07,2023-12-04,0.72,14.3,123.1,131.0,4.7,4.8,0,0,0.3558,0,0.0,0.3485,Medium
PROJ-2019-1627,2019,Non-Infrastructure,Provincial Accountant's Office,Sta. Barbara,N/A,0,0.5,Alternative Mode (Negotiated),HFEP,53438.37,6,8,2019-08-04,2020-01-31,0.8,11.6,102.5,103.2,2.6,4.3,0,0,0.1574,0,0.0,0.3816,Medium
PROJ-2020-1628,2020,Non-Infrastructure,OLEDIPO,Leon,PCC Construction Corp,1,0.85,Alternative Mode (Negotiated),SEF,16344.46,6,6,2020-06-07,2020-12-04,0.55,14.3,105.1,107.5,4.7,6.5,1,77,0.129,1,0.239,0.6589,Medium
PROJ-2019-1629,2019,Non-Infrastructure,ICTMO,Batad,N/A,0,0.5,Repeat Order,HFEP,3366207.9,6,5,2019-05-04,2019-10-31,0.78,12.8,102.5,103.2,2.6,4.3,0,0,0.4017,0,0.0,0.311,Medium
PROJ-2025-1630,2025,Non-Infrastructure,PGENRO,Concepcion,A. Maquiling Construction and Supply,1,0.71,Competitive Bidding,General Fund,10000.0,6,9,2025-09-03,2026-03-02,0.68,8.8,132.5,139.2,0.0,0.0,1,80,0.0993,0,0.0,0.6304,Medium
PROJ-2017-1631,2017,Infrastructure,ICTMO,Tubungan,Red Hammer International Builders,1,0.38,Competitive Bidding,HFEP,280542.92,12,4,2017-04-11,2018-04-06,0.78,16.6,97.7,98.5,2.3,1.5,0,0,0.5659,1,0.246,0.4314,High
PROJ-2024-1632,2024,Non-Infrastructure,IPG-HRMDO,Carles,N/A,0,0.5,Alternative Mode (Negotiated),LDRRMF,755359.96,6,1,2024-01-02,2024-06-30,0.7,2.8,127.8,135.8,4.7,3.4,0,0,0.2193,0,0.0,0.3121,Medium
PROJ-2023-1633,2023,Non-Infrastructure,PSWDO,Janiuay,Metro Iloilo Construction,1,0.46,Alternative Mode (Negotiated),SEF,5540977.54,6,9,2023-09-10,2024-03-08,0.75,8.8,123.1,131.0,4.7,4.8,1,85,0.4753,0,0.0,0.6735,High
PROJ-2024-1634,2024,Infrastructure,Provincial Agriculture Office,Miagao,PACEMCO Construction,1,0.93,Direct Contracting,SEF,348814.62,12,10,2024-10-14,2025-10-09,0.62,16.6,127.8,135.8,4.7,3.4,0,0,0.4647,1,0.137,0.4271,Medium
PROJ-2018-1635,2018,Infrastructure,HMO,San Enrique,Orchard Valley Enterprises,1,0.77,Repeat Order,General Fund,16860.63,12,7,2018-07-11,2019-07-06,0.7,16.6,100.0,100.0,2.5,3.2,1,91,0.3042,1,0.321,0.7657,High
PROJ-2025-1636,2025,Non-Infrastructure,Provincial Agriculture Office,Dingle,N/A,0,0.5,Competitive Bidding,HFEP,11859611.54,6,4,2025-04-07,2025-10-04,0.62,10.5,132.5,139.2,0.0,0.0,0,0,0.4483,0,0.0,0.3313,Medium
PROJ-2016-1637,2016,Non-Infrastructure,PCDO,Lemery,N/A,0,0.5,Alternative Mode (Shopping),Special Budget,275091.22,6,6,2016-06-09,2016-12-06,0.6,14.3,94.5,96.0,3.2,2.5,0,0,0.2641,1,0.152,0.2764,Medium
PROJ-2021-1638,2021,Infrastructure,HMO,Lambunao,Conquest Construction Supply,1,0.79,Alternative Mode (Negotiated),Special Budget,431145.63,12,6,2021-06-02,2022-05-28,0.7,16.6,109.8,114.0,6.2,11.3,1,209,0.5275,0,0.0,0.783,High
PROJ-2016-1639,2016,Non-Infrastructure,Provincial Planning Office,Pavia,3rd Dragon Builders Innovation,1,0.92,Alternative Mode (Shopping),GAD Fund,1683113.69,6,2,2016-02-01,2016-07-30,0.82,5.0,94.5,96.0,3.2,2.5,0,0,0.2032,0,0.0,0.3295,Medium
PROJ-2017-1640,2017,Non-Infrastructure,ICTMO,Leganes,N/A,0,0.5,Repeat Order,MOOE,2268768.07,6,8,2017-08-07,2018-02-03,0.78,11.6,97.7,98.5,2.3,1.5,0,0,0.3816,0,0.0,0.2838,Medium
PROJ-2020-1641,2020,Non-Infrastructure,PGENRO,Pavia,N/A,0,0.5,Alternative Mode (Negotiated),SEF,3832975.84,6,1,2020-01-14,2020-07-12,0.68,2.8,105.1,107.5,4.7,6.5,0,0,0.2966,0,0.0,0.3374,Medium
PROJ-2021-1642,2021,Infrastructure,Provincial Engineering Office,Miagao,Iloilo New Agri-Industrial Marketing,1,0.44,Alternative Mode (Shopping),HFEP,8436129.29,12,6,2021-06-05,2022-05-31,0.73,16.6,109.8,114.0,6.2,11.3,0,0,0.7884,0,0.0,0.4283,High
PROJ-2016-1643,2016,Non-Infrastructure,HMO,Banate,Island Builders Corporation,1,0.61,Repeat Order,Special Budget,34645.52,6,8,2016-08-09,2017-02-05,0.7,11.6,94.5,96.0,3.2,2.5,0,0,0.134,0,0.0,0.2967,Low
PROJ-2025-1644,2025,Non-Infrastructure,Provincial Planning Office,Carles,N/A,0,0.5,Direct Contracting,SEF,132162.99,6,3,2025-03-14,2025-09-10,0.82,7.8,132.5,139.2,0.0,0.0,0,0,0.1521,0,0.0,0.3027,Low
PROJ-2021-1645,2021,Infrastructure,Provincial Agriculture Office,Tubungan,Dreamer's Valley Construction,1,0.36,Direct Contracting,General Fund,10280.32,12,11,2021-11-07,2022-11-02,0.62,16.6,109.8,114.0,6.2,11.3,1,71,0.4261,0,0.0,0.7953,High
PROJ-2016-1646,2016,Non-Infrastructure,ICTMO,Maasin,Island Builders Corporation,1,0.61,Alternative Mode (Negotiated),Trust Fund,3678862.7,6,5,2016-05-11,2016-11-07,0.78,12.8,94.5,96.0,3.2,2.5,0,0,0.3663,0,0.0,0.2896,Medium
PROJ-2025-1647,2025,Non-Infrastructure,PCDO,Miagao,N/A,0,0.5,Alternative Mode (Negotiated),20% NTA,2214195.72,6,3,2025-03-11,2025-09-07,0.6,7.8,132.5,139.2,0.0,0.0,0,0,0.307,0,0.0,0.3165,Medium
PROJ-2023-1648,2023,Infrastructure,PHO,Passi City,Panay Construction Services,1,0.53,Repeat Order,HFEP,16767.74,12,5,2023-05-09,2024-05-03,0.72,16.6,123.1,131.0,4.7,4.8,0,0,0.3937,1,0.249,0.4592,Medium
PROJ-2018-1649,2018,Infrastructure,ICTMO,Maasin,RS AGRO INDUSTRIAL Corporation,1,0.44,Repeat Order,Trust Fund,273762.68,12,2,2018-02-12,2019-02-07,0.78,16.6,100.0,100.0,2.5,3.2,0,0,0.5046,0,0.0,0.4174,Medium
PROJ-2018-1650,2018,Non-Infrastructure,PHO,Alimodian,N/A,0,0.5,Alternative Mode (Negotiated),Special Budget,650994.33,6,3,2018-03-08,2018-09-04,0.72,7.8,100.0,100.0,2.5,3.2,0,0,0.2742,1,0.242,0.3034,Medium
PROJ-2024-1651,2024,Infrastructure,HMO,Pototan,Iloilo New Agri-Industrial Marketing,1,0.44,Repeat Order,MOOE,106141.17,12,1,2024-01-06,2024-12-31,0.7,16.6,127.8,135.8,4.7,3.4,1,196,0.4962,1,0.23,0.7785,High
PROJ-2022-1652,2022,Non-Infrastructure,Provincial Accountant's Office,Passi City,Dreamer's Valley Construction,1,0.36,Alternative Mode (Shopping),20% NTA,507970.52,6,12,2022-12-04,2023-06-02,0.8,2.3,116.0,125.3,7.1,5.7,1,98,0.2006,1,0.145,0.7307,High
PROJ-2020-1653,2020,Non-Infrastructure,Provincial Accountant's Office,Balasan,N/A,0,0.5,Direct Contracting,MOOE,85497.91,6,4,2020-04-05,2020-10-02,0.8,10.5,105.1,107.5,4.7,6.5,0,0,0.1821,0,0.0,0.3638,Medium
PROJ-2018-1654,2018,Non-Infrastructure,OLEDIPO,Pavia,Visayan Construction Group,1,0.52,Alternative Mode (Shopping),General Fund,143637.69,6,4,2018-04-04,2018-10-01,0.55,10.5,100.0,100.0,2.5,3.2,0,0,0.1993,0,0.0,0.3161,Medium
PROJ-2017-1655,2017,Non-Infrastructure,Provincial Planning Office,Guimbal,N/A,0,0.5,Alternative Mode (Negotiated),LDRRMF,234272.54,6,4,2017-04-14,2017-10-11,0.82,10.5,97.7,98.5,2.3,1.5,1,61,0.2102,1,0.136,0.6463,Medium
PROJ-2019-1656,2019,Infrastructure,HMO,Sta. Barbara,Panay Construction Services,1,0.53,Alternative Mode (Negotiated),Supplemental Budget,1000591.24,12,4,2019-04-04,2020-03-29,0.7,16.6,102.5,103.2,2.6,4.3,0,0,0.5889,1,0.059,0.4357,High
PROJ-2023-1657,2023,Non-Infrastructure,PGENRO,San Miguel,N/A,0,0.5,Competitive Bidding,20% NTA,13204690.81,6,12,2023-12-03,2024-05-31,0.68,2.3,123.1,131.0,4.7,4.8,0,0,0.353,1,0.207,0.3377,Medium
PROJ-2018-1658,2018,Non-Infrastructure,OPPESM,San Dionisio,N/A,0,0.5,Repeat Order,20% NTA,220717.95,6,7,2018-07-01,2018-12-28,0.65,13.8,100.0,100.0,2.5,3.2,0,0,0.2472,0,0.0,0.3288,Medium
PROJ-2019-1659,2019,Non-Infrastructure,PSWDO,Batad,Island Builders Corporation,1,0.61,Repeat Order,MOOE,16927928.85,6,11,2019-11-10,2020-05-08,0.75,3.8,102.5,103.2,2.6,4.3,1,88,0.3564,1,0.181,0.7009,High
PROJ-2017-1660,2017,Non-Infrastructure,PGENRO,San Dionisio,N/A,0,0.5,Direct Contracting,Trust Fund,33359851.0,6,2,2017-02-12,2017-08-11,0.68,5.0,97.7,98.5,2.3,1.5,1,141,0.4098,1,0.345,0.7261,High
PROJ-2023-1661,2023,Infrastructure,IPG/HMO,Concepcion,CEBU ERNBRI IMPORT INC.,1,0.71,Repeat Order,LDRRMF,1220962.22,12,1,2023-01-13,2024-01-08,0.67,16.6,123.1,131.0,4.7,4.8,1,265,0.6047,1,0.326,0.8155,High
PROJ-2018-1662,2018,Non-Infrastructure,PCDO,Passi City,N/A,0,0.5,Direct Contracting,General Fund,352056.08,6,3,2018-03-10,2018-09-06,0.6,7.8,100.0,100.0,2.5,3.2,0,0,0.2379,0,0.0,0.3014,Medium
PROJ-2019-1663,2019,Infrastructure,HMO,Banate,Visayan Construction Group,1,0.52,Alternative Mode (Shopping),Special Budget,14620851.6,12,3,2019-03-11,2020-03-05,0.7,16.6,102.5,103.2,2.6,4.3,1,155,0.7913,1,0.15,0.7924,Critical
PROJ-2025-1664,2025,Non-Infrastructure,Provincial Accountant's Office,Cabatuan,N/A,0,0.5,Competitive Bidding,Special Budget,185659.13,6,6,2025-06-06,2025-12-03,0.8,14.3,132.5,139.2,0.0,0.0,1,58,0.2008,0,0.0,0.6165,Medium
PROJ-2022-1665,2022,Non-Infrastructure,OPPESM,Guimbal,N/A,0,0.5,Alternative Mode (Shopping),MOOE,32084.3,6,9,2022-09-05,2023-03-04,0.65,8.8,116.0,125.3,7.1,5.7,0,0,0.1736,0,0.0,0.3687,Medium
PROJ-2025-1666,2025,Non-Infrastructure,OLEDIPO,Leon,N/A,0,0.5,Alternative Mode (Shopping),Supplemental Budget,471773.7,6,12,2025-12-12,2026-06-10,0.55,2.3,132.5,139.2,0.0,0.0,1,46,0.1632,1,0.251,0.6392,Medium
PROJ-2022-1667,2022,Non-Infrastructure,PGENRO,Oton,N/A,0,0.5,Repeat Order,SEF,9061158.54,6,7,2022-07-03,2022-12-30,0.68,13.8,116.0,125.3,7.1,5.7,1,68,0.5252,1,0.052,0.6707,High
PROJ-2025-1668,2025,Non-Infrastructure,PHO,Maasin,N/A,0,0.5,Direct Contracting,SEF,641593.75,6,8,2025-08-07,2026-02-03,0.72,11.6,132.5,139.2,0.0,0.0,0,0,0.2555,0,0.0,0.2363,Low
PROJ-2025-1669,2025,Non-Infrastructure,ICTMO,Balasan,N/A,0,0.5,Competitive Bidding,GAD Fund,981176.52,6,6,2025-06-14,2025-12-11,0.78,14.3,132.5,139.2,0.0,0.0,0,0,0.2704,1,0.129,0.2713,Medium
PROJ-2024-1670,2024,Infrastructure,IPG/HMO,Balasan,A. Maquiling Construction and Supply,1,0.71,Direct Contracting,20% NTA,472160.82,12,7,2024-07-09,2025-07-04,0.67,16.6,127.8,135.8,4.7,3.4,0,0,0.525,1,0.346,0.4647,Medium
PROJ-2021-1671,2021,Infrastructure,Provincial Engineering Office,Oton,Red Hammer International Builders,1,0.38,Alternative Mode (Negotiated),20% NTA,30596.76,12,2,2021-02-05,2022-01-31,0.73,16.6,109.8,114.0,6.2,11.3,0,0,0.4478,0,0.0,0.4191,Medium
PROJ-2020-1672,2020,Infrastructure,HMO,Sara,PCC Construction Corp,1,0.85,Direct Contracting,GAD Fund,1154945.87,12,10,2020-10-04,2021-09-29,0.7,16.6,105.1,107.5,4.7,6.5,1,60,0.5374,0,0.0,0.7706,High
PROJ-2024-1673,2024,Non-Infrastructure,ICTMO,Alimodian,A. Maquiling Construction and Supply,1,0.71,Alternative Mode (Negotiated),MOOE,77685625.9,6,7,2024-07-03,2024-12-30,0.78,13.8,127.8,135.8,4.7,3.4,0,0,0.4633,0,0.0,0.3196,Medium
PROJ-2022-1674,2022,Non-Infrastructure,PCDO,Passi City,N/A,0,0.5,Alternative Mode (Shopping),Trust Fund,189169.41,6,12,2022-12-10,2023-06-08,0.6,2.3,116.0,125.3,7.1,5.7,0,0,0.1557,1,0.13,0.3423,Low
PROJ-2021-1675,2021,Infrastructure,PGENRO,Sara,Red Hammer International Builders,1,0.38,Alternative Mode (Negotiated),HFEP,2087874.42,12,6,2021-06-03,2022-05-29,0.68,16.6,109.8,114.0,6.2,11.3,1,142,0.7444,1,0.204,0.7635,Critical
PROJ-2023-1676,2023,Infrastructure,ICTMO,Batad,Iloilo New Agri-Industrial Marketing,1,0.44,Direct Contracting,Trust Fund,1229882.04,12,9,2023-09-04,2024-08-29,0.78,16.6,123.1,131.0,4.7,4.8,1,239,0.6618,0,0.0,0.8212,High
PROJ-2018-1677,2018,Infrastructure,Provincial Engineering Office,Dumangas,A. Maquiling Construction and Supply,1,0.71,Alternative Mode (Negotiated),General Fund,93253.84,12,7,2018-07-11,2019-07-06,0.73,16.6,100.0,100.0,2.5,3.2,0,0,0.4097,0,0.0,0.4374,Medium
PROJ-2023-1678,2023,Infrastructure,IPG/HMO,Tigbauan,PCC Construction Corp,1,0.85,Alternative Mode (Negotiated),Supplemental Budget,1443123.91,12,7,2023-07-13,2024-07-07,0.67,16.6,123.1,131.0,4.7,4.8,0,0,0.559,0,0.0,0.4592,High
PROJ-2022-1679,2022,Non-Infrastructure,Provincial Agriculture Office,Concepcion,N/A,0,0.5,Alternative Mode (Negotiated),SEF,313626.16,6,4,2022-04-01,2022-09-28,0.62,10.5,116.0,125.3,7.1,5.7,1,52,0.2725,0,0.0,0.6367,Medium
PROJ-2022-1680,2022,Infrastructure,IPG/HMO,San Joaquin,RMKP Construction,1,0.87,Alternative Mode (Negotiated),Supplemental Budget,388319.16,12,6,2022-06-01,2023-05-27,0.67,16.6,116.0,125.3,7.1,5.7,1,156,0.4554,0,0.0,0.7959,High
PROJ-2020-1681,2020,Non-Infrastructure,Provincial Agriculture Office,Carles,N/A,0,0.5,Competitive Bidding,SEF,74784.18,6,2,2020-02-02,2020-07-31,0.62,5.0,105.1,107.5,4.7,6.5,1,116,0.1537,1,0.061,0.7391,High
PROJ-2021-1682,2021,Non-Infrastructure,IPG/HMO,Alimodian,Iloilo New Agri-Industrial Marketing,1,0.44,Repeat Order,Supplemental Budget,2320486.8,6,3,2021-03-02,2021-08-29,0.67,7.8,109.8,114.0,6.2,11.3,1,108,0.3826,1,0.166,0.7091,High
PROJ-2022-1683,2022,Infrastructure,Provincial Agriculture Office,Concepcion,Western Visayas Builders Inc.,1,0.46,Alternative Mode (Shopping),20% NTA,96737.46,12,11,2022-11-12,2023-11-07,0.62,16.6,116.0,125.3,7.1,5.7,1,122,0.5141,0,0.0,0.78,High
PROJ-2021-1684,2021,Non-Infrastructure,OLEDIPO,Batad,N/A,0,0.5,Alternative Mode (Negotiated),General Fund,1398077.44,6,5,2021-05-12,2021-11-08,0.55,12.8,109.8,114.0,6.2,11.3,0,0,0.4134,1,0.284,0.2894,Medium
PROJ-2023-1685,2023,Non-Infrastructure,OLEDIPO,Batad,PCC Construction Corp,1,0.85,Repeat Order,Special Budget,42354.93,6,6,2023-06-05,2023-12-02,0.55,14.3,123.1,131.0,4.7,4.8,0,0,0.1241,0,0.0,0.3644,Medium
PROJ-2024-1686,2024,Infrastructure,Provincial Planning Office,Barotac Viejo,Conquest Construction Supply,1,0.79,Alternative Mode (Negotiated),20% NTA,67717.35,12,11,2024-11-14,2025-11-09,0.82,16.6,127.8,135.8,4.7,3.4,0,0,0.3396,1,0.215,0.4545,Medium
PROJ-2020-1687,2020,Non-Infrastructure,Provincial Accountant's Office,San Enrique,N/A,0,0.5,Direct Contracting,GAD Fund,424920.47,6,7,2020-07-08,2021-01-04,0.8,13.8,105.1,107.5,4.7,6.5,0,0,0.2524,0,0.0,0.3192,Medium
PROJ-2018-1688,2018,Infrastructure,Provincial Engineering Office,Anilao,Conquest Construction Supply,1,0.79,Alternative Mode (Shopping),GAD Fund,164237.77,12,8,2018-08-01,2019-07-27,0.73,16.6,100.0,100.0,2.5,3.2,0,0,0.3866,0,0.0,0.4612,Medium
PROJ-2018-1689,2018,Infrastructure,Provincial Engineering Office,San Dionisio,PACEMCO Construction,1,0.93,Alternative Mode (Negotiated),SEF,262412.53,12,11,2018-11-14,2019-11-09,0.73,16.6,100.0,100.0,2.5,3.2,0,0,0.3827,0,0.0,0.4821,Medium
PROJ-2022-1690,2022,Infrastructure,HMO,Iloilo City,Iloilo New Agri-Industrial Marketing,1,0.44,Alternative Mode (Shopping),Trust Fund,50159.97,12,9,2022-09-11,2023-09-06,0.7,16.6,116.0,125.3,7.1,5.7,1,177,0.4766,1,0.159,0.7992,High
PROJ-2020-1691,2020,Infrastructure,Provincial Engineering Office,Bingawan,Orchard Valley Enterprises,1,0.77,Competitive Bidding,HFEP,44408.09,12,1,2020-01-10,2021-01-04,0.73,16.6,105.1,107.5,4.7,6.5,0,0,0.3501,0,0.0,0.4043,Medium
PROJ-2018-1692,2018,Non-Infrastructure,ICTMO,Oton,N/A,0,0.5,Competitive Bidding,HFEP,80000000.0,6,10,2018-10-07,2019-04-05,0.78,6.1,100.0,100.0,2.5,3.2,1,79,0.4123,1,0.336,0.6214,High
PROJ-2024-1693,2024,Infrastructure,PGENRO,Zarraga,RMKP Construction,1,0.87,Direct Contracting,Trust Fund,9050598.12,12,5,2024-05-07,2025-05-02,0.68,16.6,127.8,135.8,4.7,3.4,1,225,0.7186,1,0.284,0.7758,High
PROJ-2022-1694,2022,Non-Infrastructure,Provincial Accountant's Office,Ajuy,N/A,0,0.5,Repeat Order,Supplemental Budget,95315.34,6,7,2022-07-04,2022-12-31,0.8,13.8,116.0,125.3,7.1,5.7,1,56,0.1888,1,0.178,0.7138,Medium
PROJ-2018-1695,2018,Infrastructure,PGENRO,Tubungan,Juantong Agri-Ventures Trading,1,0.57,Direct Contracting,Special Budget,2793843.16,12,11,2018-11-01,2019-10-27,0.68,16.6,100.0,100.0,2.5,3.2,1,263,0.6588,1,0.26,0.8133,High
PROJ-2017-1696,2017,Non-Infrastructure,PSWDO,Bingawan,JV Pacific Builders,1,0.48,Competitive Bidding,GAD Fund,1976127.55,6,3,2017-03-01,2017-08-28,0.75,7.8,97.7,98.5,2.3,1.5,0,0,0.3023,1,0.147,0.2701,Medium
PROJ-2019-1697,2019,Non-Infrastructure,PSWDO,San Enrique,N/A,0,0.5,Competitive Bidding,MOOE,972543.42,6,2,2019-02-06,2019-08-05,0.75,5.0,102.5,103.2,2.6,4.3,0,0,0.2292,0,0.0,0.3304,Medium
PROJ-2020-1698,2020,Non-Infrastructure,ICTMO,Guimbal,N/A,0,0.5,Repeat Order,Special Budget,1009118.65,6,3,2020-03-10,2020-09-06,0.78,7.8,105.1,107.5,4.7,6.5,0,0,0.3181,1,0.264,0.3234,Medium
PROJ-2024-1699,2024,Infrastructure,IPG/HMO,Barotac Nuevo,Metro Iloilo Construction,1,0.46,Competitive Bidding,Special Budget,15525148.24,12,5,2024-05-12,2025-05-07,0.67,16.6,127.8,135.8,4.7,3.4,0,0,0.8204,0,0.0,0.4244,High
PROJ-2023-1700,2023,Non-Infrastructure,PGENRO,Maasin,N/A,0,0.5,Repeat Order,Supplemental Budget,1846738.75,6,3,2023-03-09,2023-09-05,0.68,7.8,123.1,131.0,4.7,4.8,0,0,0.338,0,0.0,0.3579,Medium
PROJ-2020-1701,2020,Non-Infrastructure,IPG/HMO,Iloilo City,N/A,0,0.5,Direct Contracting,20% NTA,490343.49,6,8,2020-08-07,2021-02-03,0.67,11.6,105.1,107.5,4.7,6.5,1,57,0.3065,0,0.0,0.6525,Medium
PROJ-2024-1702,2024,Non-Infrastructure,OPPESM,Balasan,N/A,0,0.5,Alternative Mode (Negotiated),SEF,1452567.41,6,12,2024-12-08,2025-06-06,0.65,2.3,127.8,135.8,4.7,3.4,0,0,0.246,0,0.0,0.3242,Medium
PROJ-2024-1703,2024,Non-Infrastructure,ICTMO,Carles,N/A,0,0.5,Direct Contracting,Special Budget,1320048.13,6,1,2024-01-14,2024-07-12,0.78,2.8,127.8,135.8,4.7,3.4,1,61,0.2395,0,0.0,0.6589,Medium
PROJ-2023-1704,2023,Non-Infrastructure,PSWDO,San Enrique,N/A,0,0.5,Direct Contracting,HFEP,1367447.2,6,1,2023-01-12,2023-07-11,0.75,2.8,123.1,131.0,4.7,4.8,0,0,0.2462,0,0.0,0.3607,Medium
PROJ-2017-1705,2017,Infrastructure,IPG/HMO,Barotac Nuevo,Island Builders Corporation,1,0.61,Alternative Mode (Shopping),Supplemental Budget,1240424.03,12,1,2017-01-10,2018-01-05,0.67,16.6,97.7,98.5,2.3,1.5,1,284,0.6176,1,0.222,0.7976,High
PROJ-2024-1706,2024,Non-Infrastructure,PCDO,Anilao,Visayan Construction Group,1,0.52,Repeat Order,General Fund,2594798.44,6,11,2024-11-08,2025-05-07,0.6,3.8,127.8,135.8,4.7,3.4,1,105,0.2808,0,0.0,0.7151,High
PROJ-2017-1707,2017,Non-Infrastructure,ICTMO,Lambunao,N/A,0,0.5,Direct Contracting,Supplemental Budget,21389.36,6,1,2017-01-01,2017-06-30,0.78,2.8,97.7,98.5,2.3,1.5,0,0,0.0745,1,0.221,0.3079,Low
PROJ-2023-1708,2023,Infrastructure,IPG/HMO,San Dionisio,Golden West Engineering,1,0.66,Alternative Mode (Negotiated),SEF,4780676.18,12,1,2023-01-11,2024-01-06,0.67,16.6,123.1,131.0,4.7,4.8,1,138,0.7205,1,0.203,0.7719,High
PROJ-2022-1709,2022,Non-Infrastructure,Provincial Planning Office,Banate,N/A,0,0.5,Competitive Bidding,GAD Fund,199798.19,6,7,2022-07-11,2023-01-07,0.82,13.8,116.0,125.3,7.1,5.7,1,39,0.2475,1,0.296,0.6995,Medium
PROJ-2024-1710,2024,Infrastructure,HMO,Sta. Barbara,CEBU ERNBRI IMPORT INC.,1,0.71,Alternative Mode (Shopping),GAD Fund,14011054.85,12,12,2024-12-07,2025-12-02,0.7,16.6,127.8,135.8,4.7,3.4,1,286,0.7703,1,0.173,0.7887,Critical
PROJ-2017-1711,2017,Non-Infrastructure,Provincial Engineering Office,Tigbauan,N/A,0,0.5,Repeat Order,Special Budget,821621.13,6,2,2017-02-05,2017-08-04,0.73,5.0,97.7,98.5,2.3,1.5,0,0,0.2261,0,0.0,0.2963,Medium
PROJ-2017-1712,2017,Infrastructure,PSWDO,Balasan,Orchard Valley Enterprises,1,0.77,Direct Contracting,SEF,80000000.0,12,11,2017-11-14,2018-11-09,0.75,16.6,97.7,98.5,2.3,1.5,1,257,0.702,1,0.328,0.7847,High
PROJ-2019-1713,2019,Non-Infrastructure,OPPESM,Miagao,N/A,0,0.5,Repeat Order,HFEP,306277.55,6,12,2019-12-10,2020-06-07,0.65,2.3,102.5,103.2,2.6,4.3,0,0,0.1629,0,0.0,0.3313,Low
PROJ-2022-1714,2022,Non-Infrastructure,PGENRO,Igbaras,Western Visayas Builders Inc.,1,0.46,Alternative Mode (Negotiated),Supplemental Budget,326356.95,6,10,2022-10-03,2023-04-01,0.68,6.1,116.0,125.3,7.1,5.7,0,0,0.2316,1,0.191,0.3103,Medium
PROJ-2022-1715,2022,Infrastructure,HMO,Barotac Viejo,Western Visayas Builders Inc.,1,0.46,Direct Contracting,20% NTA,1884539.86,12,11,2022-11-06,2023-11-01,0.7,16.6,116.0,125.3,7.1,5.7,0,0,0.6883,0,0.0,0.4735,High
PROJ-2022-1716,2022,Non-Infrastructure,IPG-HRMDO,Bingawan,N/A,0,0.5,Direct Contracting,SEF,104053.45,6,6,2022-06-02,2022-11-29,0.7,14.3,116.0,125.3,7.1,5.7,0,0,0.1974,0,0.0,0.2915,Low
PROJ-2023-1717,2023,Infrastructure,Provincial Engineering Office,Oton,Western Visayas Builders Inc.,1,0.46,Alternative Mode (Shopping),General Fund,1393347.6,12,10,2023-10-02,2024-09-26,0.73,16.6,123.1,131.0,4.7,4.8,1,135,0.6851,1,0.062,0.7741,High
PROJ-2018-1718,2018,Non-Infrastructure,IPG-HRMDO,Barotac Nuevo,N/A,0,0.5,Competitive Bidding,Trust Fund,10003216.23,6,6,2018-06-05,2018-12-02,0.7,14.3,100.0,100.0,2.5,3.2,1,78,0.4711,1,0.138,0.6874,High
PROJ-2019-1719,2019,Non-Infrastructure,PSWDO,Dueñas,N/A,0,0.5,Direct Contracting,General Fund,121985.26,6,9,2019-09-04,2020-03-02,0.75,8.8,102.5,103.2,2.6,4.3,0,0,0.1836,0,0.0,0.3002,Low
PROJ-2023-1720,2023,Non-Infrastructure,PCDO,Tigbauan,Iloilo New Agri-Industrial Marketing,1,0.44,Repeat Order,General Fund,3204086.61,6,6,2023-06-08,2023-12-05,0.6,14.3,123.1,131.0,4.7,4.8,1,65,0.492,1,0.185,0.6914,High
PROJ-2019-1721,2019,Non-Infrastructure,Provincial Agriculture Office,Pavia,N/A,0,0.5,Competitive Bidding,Trust Fund,32709.85,6,7,2019-07-08,2020-01-04,0.62,13.8,102.5,103.2,2.6,4.3,1,71,0.1454,0,0.0,0.716,High
PROJ-2016-1722,2016,Non-Infrastructure,Provincial Agriculture Office,Guimbal,N/A,0,0.5,Direct Contracting,HFEP,3666757.12,6,7,2016-07-13,2017-01-09,0.62,13.8,94.5,96.0,3.2,2.5,0,0,0.4044,0,0.0,0.3313,Medium
PROJ-2023-1723,2023,Non-Infrastructure,PGENRO,Maasin,N/A,0,0.5,Direct Contracting,Special Budget,170697.04,6,7,2023-07-02,2023-12-29,0.68,13.8,123.1,131.0,4.7,4.8,0,0,0.2309,0,0.0,0.3184,Medium
