project_id,quarter,total_quarters,planned_progress_pct,actual_progress_pct,slippage_pct,planned_expenditure,actual_expenditure,expenditure_ratio,issues_count,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly
PROJ-2024-1209,1,4,25.0,25.52,-0.52,49040.12,52362.47,0.2669,0,270.2,0.6,127.66,135.82
PROJ-2024-1209,2,4,50.0,56.02,-6.02,98080.24,104287.25,0.5316,5,969.7,6.6,127.16,136.24
PROJ-2024-1209,3,4,75.0,72.6,2.4,147120.36,158820.24,0.8096,4,839.8,11.8,128.83,135.93
PROJ-2024-1209,4,4,100.0,93.32,6.68,196160.48,193288.9,0.9854,0,174.9,1.1,130.19,134.38
PROJ-2018-1210,1,2,50.0,38.49,11.51,38247.62,37015.65,0.4839,3,113.5,0.6,99.06,97.85
PROJ-2018-1210,2,2,100.0,100.0,0.0,76495.24,75634.56,0.9887,1,972.1,3.5,98.52,99.23
PROJ-2021-1211,1,2,50.0,29.41,20.59,5000.0,4940.37,0.494,5,120.4,0.7,110.08,114.55
PROJ-2021-1211,2,2,100.0,78.89,21.11,10000.0,9667.01,0.9667,5,421.1,2.5,110.25,112.09
PROJ-2018-1212,1,2,50.0,62.59,-12.59,8753.6,8988.77,0.5134,0,390.4,4.0,98.22,97.52
PROJ-2018-1212,2,2,100.0,100.0,0.0,17507.2,17209.35,0.983,0,138.4,0.6,99.25,99.45
PROJ-2018-1213,1,2,50.0,39.01,10.99,10839.65,10954.83,0.5053,3,1150.3,8.1,99.75,99.94
PROJ-2018-1213,2,2,100.0,92.58,7.42,21679.3,21433.04,0.9886,2,664.9,6.1,100.45,99.46
PROJ-2019-1214,1,4,25.0,25.0,0.0,14080.27,15433.15,0.274,0,590.0,2.2,101.49,102.18
PROJ-2019-1214,2,4,50.0,48.74,1.26,28160.54,26710.67,0.4743,3,1234.8,7.8,102.69,101.36
PROJ-2019-1214,3,4,75.0,83.45,-8.45,42240.82,43060.02,0.7645,3,557.1,4.1,103.0,104.45
PROJ-2019-1214,4,4,100.0,100.0,0.0,56321.09,59302.55,1.0529,0,144.8,0.6,103.57,103.47
PROJ-2023-1215,1,2,50.0,37.47,12.53,127343.07,130026.94,0.5105,4,1037.4,6.5,122.21,131.1
PROJ-2023-1215,2,2,100.0,100.0,0.0,254686.14,268450.64,1.054,3,320.8,3.4,123.94,132.14
PROJ-2024-1216,1,2,50.0,44.36,5.64,169179.38,166464.08,0.492,1,396.7,2.9,126.68,135.57
PROJ-2024-1216,2,2,100.0,90.81,9.19,338358.76,342004.93,1.0108,2,996.6,4.2,127.5,136.82
PROJ-2021-1217,1,4,25.0,24.15,0.85,6374.43,6564.4,0.2575,1,972.0,3.3,107.86,112.72
PROJ-2021-1217,2,4,50.0,41.62,8.38,12748.86,13558.66,0.5318,5,1162.4,7.4,108.68,113.85
PROJ-2021-1217,3,4,75.0,72.87,2.13,19123.3,20784.73,0.8152,1,293.9,1.2,110.88,114.32
PROJ-2021-1217,4,4,100.0,100.0,0.0,25497.73,28767.28,1.1282,0,125.6,0.1,110.96,115.56
PROJ-2024-1218,1,4,25.0,22.77,2.23,16367.38,14234.84,0.2174,3,451.9,6.7,127.33,136.44
PROJ-2024-1218,2,4,50.0,46.5,3.5,32734.76,33792.15,0.5162,5,107.8,0.4,127.69,134.12
PROJ-2024-1218,3,4,75.0,77.91,-2.91,49102.13,51865.52,0.7922,4,420.4,1.9,128.05,137.79
PROJ-2024-1218,4,4,100.0,92.17,7.83,65469.51,69960.91,1.0686,7,1134.4,10.3,129.19,138.09
PROJ-2018-1219,1,4,25.0,14.03,10.97,4681.55,5033.63,0.2688,2,417.0,3.1,98.78,97.84
PROJ-2018-1219,2,4,50.0,39.65,10.35,9363.1,9579.81,0.5116,2,129.6,0.5,98.97,98.09
PROJ-2018-1219,3,4,75.0,67.43,7.57,14044.66,15361.34,0.8203,4,852.7,5.8,100.66,100.8
PROJ-2018-1219,4,4,100.0,100.0,0.0,18726.21,21130.96,1.1284,4,754.2,7.5,101.04,99.8
PROJ-2021-1220,1,2,50.0,32.89,17.11,104265.13,103495.76,0.4963,1,259.9,2.6,107.46,113.11
PROJ-2021-1220,2,2,100.0,99.26,0.74,208530.27,214625.17,1.0292,0,102.1,0.4,110.03,111.64
PROJ-2018-1221,1,2,50.0,47.94,2.06,7314.04,7142.89,0.4883,2,223.1,1.5,99.34,97.04
PROJ-2018-1221,2,2,100.0,100.0,0.0,14628.08,14628.21,1.0,2,163.6,1.0,100.67,100.9
PROJ-2017-1222,1,4,25.0,22.13,2.87,7009.9,6710.63,0.2393,0,196.2,1.4,97.2,96.73
PROJ-2017-1222,2,4,50.0,22.13,27.87,14019.81,14909.23,0.5317,0,264.3,0.7,97.89,95.56
PROJ-2017-1222,3,4,75.0,63.33,11.67,21029.72,19662.05,0.7012,4,1052.6,4.9,96.87,99.0
PROJ-2017-1222,4,4,100.0,70.65,29.35,28039.62,27067.89,0.9653,4,980.6,8.0,99.4,99.14
PROJ-2017-1223,1,2,50.0,36.52,13.48,285118.4,274322.45,0.4811,3,1213.8,8.5,97.81,97.53
PROJ-2017-1223,2,2,100.0,84.5,15.5,570236.8,585992.14,1.0276,3,787.1,6.6,97.64,97.48
PROJ-2024-1224,1,2,50.0,47.98,2.02,6872866.04,6243950.95,0.4542,1,538.2,1.4,125.16,134.59
PROJ-2024-1224,2,2,100.0,85.81,14.19,13745732.09,12807332.24,0.9317,6,1090.3,8.2,128.99,135.72
PROJ-2025-1225,1,4,25.0,0.0,25.0,4684.1,5422.33,0.2894,3,1152.4,8.2,131.72,136.74
PROJ-2025-1225,2,4,50.0,59.5,-9.5,9368.21,10486.31,0.5597,6,869.8,7.7,132.29,140.91
PROJ-2025-1225,3,4,75.0,60.68,14.32,14052.31,16115.16,0.8601,4,214.5,1.3,133.24,139.44
PROJ-2025-1225,4,4,100.0,76.45,23.55,18736.42,22973.65,1.2261,1,245.0,0.7,133.64,138.74
PROJ-2022-1226,1,2,50.0,59.11,-9.11,5000.0,5167.91,0.5168,5,1155.5,4.2,113.88,124.75
PROJ-2022-1226,2,2,100.0,97.44,2.56,10000.0,10040.27,1.004,2,370.4,3.7,114.85,123.75
PROJ-2024-1227,1,2,50.0,49.38,0.62,34323.1,39232.52,0.5715,3,1281.7,6.3,127.55,133.78
PROJ-2024-1227,2,2,100.0,83.01,16.99,68646.2,85094.34,1.2396,6,590.7,5.5,129.03,134.88
PROJ-2017-1228,1,4,25.0,28.03,-3.03,12194.07,12249.27,0.2511,2,960.7,8.5,95.04,98.5
PROJ-2017-1228,2,4,50.0,36.89,13.11,24388.13,26328.68,0.5398,3,194.7,1.0,98.27,99.27
PROJ-2017-1228,3,4,75.0,80.76,-5.76,36582.2,40648.87,0.8334,1,263.6,0.7,98.17,98.53
PROJ-2017-1228,4,4,100.0,91.61,8.39,48776.27,57779.03,1.1846,1,920.5,9.1,98.71,101.65
PROJ-2024-1229,1,2,50.0,36.42,13.58,29144.65,27598.51,0.4735,3,605.0,5.4,128.36,136.91
PROJ-2024-1229,2,2,100.0,86.96,13.04,58289.29,60674.61,1.0409,1,148.9,0.8,127.91,135.07
PROJ-2021-1230,1,2,50.0,27.96,22.04,11621.95,10838.41,0.4663,3,745.7,6.2,108.3,112.42
PROJ-2021-1230,2,2,100.0,77.79,22.21,23243.9,23294.16,1.0022,2,200.7,1.1,108.56,114.05
PROJ-2016-1231,1,4,25.0,35.24,-10.24,120289.41,123028.23,0.2557,0,183.0,1.2,93.41,98.42
PROJ-2016-1231,2,4,50.0,35.66,14.34,240578.83,284051.03,0.5903,0,255.1,0.6,94.16,94.21
PROJ-2016-1231,3,4,75.0,52.44,22.56,360868.24,454498.07,0.9446,4,977.9,8.2,96.52,96.05
PROJ-2016-1231,4,4,100.0,86.47,13.53,481157.65,635612.74,1.321,3,891.2,8.5,93.62,96.53
PROJ-2024-1232,1,2,50.0,46.02,3.98,165334.92,167426.09,0.5063,3,585.4,3.6,126.93,136.49
PROJ-2024-1232,2,2,100.0,76.51,23.49,330669.84,339185.27,1.0258,3,145.7,0.5,127.7,136.35
PROJ-2022-1233,1,4,25.0,20.55,4.45,2500.0,1878.62,0.1879,2,669.1,3.1,115.02,123.11
PROJ-2022-1233,2,4,50.0,45.93,4.07,5000.0,5244.67,0.5245,3,106.9,0.6,116.97,124.33
PROJ-2022-1233,3,4,75.0,78.51,-3.51,7500.0,7718.03,0.7718,0,359.6,1.6,115.02,122.82
PROJ-2022-1233,4,4,100.0,93.74,6.26,10000.0,9419.78,0.942,2,1307.4,8.1,116.72,123.21
PROJ-2020-1234,1,4,25.0,30.99,-5.99,2500.0,2361.26,0.2361,0,109.2,0.5,105.22,107.1
PROJ-2020-1234,2,4,50.0,36.91,13.09,5000.0,5737.79,0.5738,5,382.2,1.5,104.15,104.97
PROJ-2020-1234,3,4,75.0,85.15,-10.15,7500.0,8230.98,0.8231,4,1289.7,7.4,105.87,106.98
PROJ-2020-1234,4,4,100.0,85.15,14.85,10000.0,12124.08,1.2124,3,508.2,5.8,106.32,109.39
PROJ-2019-1235,1,2,50.0,55.27,-5.27,138935.26,144414.08,0.5197,2,106.8,0.5,101.47,102.03
PROJ-2019-1235,2,2,100.0,95.7,4.3,277870.51,282757.25,1.0176,0,498.3,2.8,100.94,102.32
PROJ-2017-1236,1,2,50.0,44.29,5.71,14019.4,14524.52,0.518,1,182.3,0.9,96.86,97.23
PROJ-2017-1236,2,2,100.0,88.97,11.03,28038.8,29398.21,1.0485,3,901.9,8.0,97.68,97.13
PROJ-2022-1237,1,4,25.0,19.11,5.89,5556.64,5877.12,0.2644,2,1115.9,8.0,113.95,124.07
PROJ-2022-1237,2,4,50.0,78.38,-28.38,11113.28,11305.88,0.5087,4,605.0,4.7,114.31,124.33
PROJ-2022-1237,3,4,75.0,82.84,-7.84,16669.93,18984.23,0.8541,1,123.1,0.7,115.63,126.43
PROJ-2022-1237,4,4,100.0,100.0,0.0,22226.57,25439.82,1.1446,3,380.5,2.2,117.1,126.81
PROJ-2022-1238,1,4,25.0,5.02,19.98,38895.25,42263.3,0.2716,2,1191.4,9.5,115.72,124.46
PROJ-2022-1238,2,4,50.0,44.83,5.17,77790.51,88017.33,0.5657,4,353.5,2.9,115.44,126.06
PROJ-2022-1238,3,4,75.0,75.75,-0.75,116685.76,138521.2,0.8903,2,126.9,0.4,116.56,125.64
PROJ-2022-1238,4,4,100.0,78.28,21.72,155581.01,196296.94,1.2617,4,1003.4,3.3,116.55,126.76
PROJ-2020-1239,1,2,50.0,58.77,-8.77,23009.93,23720.93,0.5154,3,119.3,0.4,104.26,108.71
PROJ-2020-1239,2,2,100.0,100.0,0.0,46019.86,46983.11,1.0209,3,624.0,5.9,104.25,108.49
PROJ-2017-1240,1,2,50.0,32.51,17.49,311457.02,267415.73,0.4293,0,366.0,2.5,97.05,99.83
PROJ-2017-1240,2,2,100.0,100.0,0.0,622914.03,620778.32,0.9966,2,131.1,0.4,96.79,97.5
PROJ-2016-1241,1,2,50.0,29.76,20.24,36407.17,41528.24,0.5703,1,440.3,3.5,94.05,95.31
PROJ-2016-1241,2,2,100.0,95.17,4.83,72814.34,88300.04,1.2127,0,145.1,0.6,93.9,96.36
PROJ-2024-1242,1,2,50.0,53.78,-3.78,63710.03,61612.97,0.4835,1,102.6,0.5,127.12,134.82
PROJ-2024-1242,2,2,100.0,86.65,13.35,127420.05,126989.36,0.9966,3,508.9,2.6,127.47,135.92
PROJ-2021-1243,1,4,25.0,14.32,10.68,18881.24,20484.12,0.2712,5,698.6,4.6,109.78,116.7
PROJ-2021-1243,2,4,50.0,26.27,23.73,37762.48,39958.44,0.5291,1,98.1,0.4,108.95,113.58
PROJ-2021-1243,3,4,75.0,53.4,21.6,56643.72,65522.13,0.8676,2,344.5,1.3,110.84,113.93
PROJ-2021-1243,4,4,100.0,100.0,0.0,75524.96,92045.15,1.2187,2,1100.8,5.8,111.33,114.09
PROJ-2023-1244,1,4,25.0,3.39,21.61,68422.18,68865.61,0.2516,3,829.9,5.4,121.29,130.89
PROJ-2023-1244,2,4,50.0,37.08,12.92,136844.35,135462.64,0.495,2,285.1,3.5,123.79,129.44
PROJ-2023-1244,3,4,75.0,83.95,-8.95,205266.53,217851.47,0.796,3,143.1,0.6,122.94,129.74
PROJ-2023-1244,4,4,100.0,91.97,8.03,273688.7,308926.13,1.1288,4,709.3,4.9,124.77,131.25
PROJ-2020-1245,1,4,25.0,32.95,-7.95,16648.97,17206.39,0.2584,3,554.5,7.5,104.74,106.02
PROJ-2020-1245,2,4,50.0,35.66,14.34,33297.95,39384.05,0.5914,2,111.4,0.6,102.23,105.75
PROJ-2020-1245,3,4,75.0,61.72,13.28,49946.92,61474.76,0.9231,4,494.4,2.4,104.91,107.31
PROJ-2020-1245,4,4,100.0,76.37,23.63,66595.9,84905.89,1.2749,3,1342.3,11.1,106.68,109.0
PROJ-2025-1246,1,2,50.0,50.92,-0.92,31013.12,32760.99,0.5282,0,565.0,2.7,131.62,139.26
PROJ-2025-1246,2,2,100.0,100.0,0.0,62026.23,60374.86,0.9734,6,1089.2,7.9,133.17,138.77
PROJ-2017-1247,1,2,50.0,43.26,6.74,2435362.96,2606789.46,0.5352,1,179.5,1.2,96.42,99.24
PROJ-2017-1247,2,2,100.0,86.78,13.22,4870725.93,4548368.89,0.9338,2,263.7,0.9,97.45,98.19
PROJ-2021-1248,1,4,25.0,20.59,4.41,38078.44,34010.52,0.2233,4,262.7,1.0,109.82,112.98
PROJ-2021-1248,2,4,50.0,37.01,12.99,76156.88,77133.95,0.5064,9,1182.5,7.6,108.65,112.95
PROJ-2021-1248,3,4,75.0,89.93,-14.93,114235.32,121196.48,0.7957,4,894.3,8.3,108.6,115.22
PROJ-2021-1248,4,4,100.0,94.81,5.19,152313.76,154764.62,1.0161,0,212.1,1.8,110.43,114.31
PROJ-2024-1249,1,4,25.0,46.2,-21.2,3230.24,3580.72,0.2771,3,445.2,2.2,127.24,135.69
PROJ-2024-1249,2,4,50.0,59.14,-9.14,6460.48,6858.79,0.5308,3,1226.7,10.0,127.98,135.34
PROJ-2024-1249,3,4,75.0,83.05,-8.05,9690.73,10419.1,0.8064,3,443.7,6.1,127.12,134.85
PROJ-2024-1249,4,4,100.0,100.0,0.0,12920.97,15101.87,1.1688,5,140.3,0.5,129.17,135.53
PROJ-2023-1250,1,2,50.0,40.96,9.04,237289.83,244911.08,0.5161,2,102.8,0.4,122.15,130.68
PROJ-2023-1250,2,2,100.0,90.76,9.24,474579.65,472454.72,0.9955,5,859.3,5.2,123.26,129.18
PROJ-2021-1251,1,4,25.0,5.46,19.54,7583.89,6744.14,0.2223,1,258.3,0.7,109.66,113.8
PROJ-2021-1251,2,4,50.0,38.76,11.24,15167.78,14880.74,0.4905,2,947.2,6.5,108.61,114.46
PROJ-2021-1251,3,4,75.0,69.3,5.7,22751.67,21747.99,0.7169,3,817.1,6.3,110.23,114.94
PROJ-2021-1251,4,4,100.0,95.41,4.59,30335.56,30297.56,0.9987,3,194.1,2.1,108.59,112.05
PROJ-2021-1252,1,4,25.0,17.67,7.33,27606.67,27896.09,0.2526,3,839.1,8.9,109.51,112.85
PROJ-2021-1252,2,4,50.0,45.38,4.62,55213.35,51225.94,0.4639,5,433.2,6.0,109.78,112.5
PROJ-2021-1252,3,4,75.0,49.88,25.12,82820.02,85147.99,0.7711,0,159.1,0.6,110.66,114.62
PROJ-2021-1252,4,4,100.0,78.53,21.47,110426.7,104659.42,0.9478,0,459.1,1.8,110.73,114.52
PROJ-2019-1253,1,2,50.0,44.01,5.99,5000.0,5368.4,0.5368,1,227.6,0.6,102.81,100.56
PROJ-2019-1253,2,2,100.0,99.39,0.61,10000.0,9785.83,0.9786,5,1537.2,5.9,100.46,100.68
PROJ-2017-1254,1,2,50.0,24.18,25.82,156670.36,170875.57,0.5453,2,1233.3,7.3,96.73,97.57
PROJ-2017-1254,2,2,100.0,94.73,5.27,313340.71,319336.81,1.0191,3,943.2,9.5,98.63,95.95
PROJ-2019-1255,1,2,50.0,52.52,-2.52,86905.79,84206.24,0.4845,3,1326.1,7.9,100.96,101.82
PROJ-2019-1255,2,2,100.0,85.8,14.2,173811.58,166731.22,0.9593,2,426.8,3.0,103.19,103.75
PROJ-2024-1256,1,2,50.0,27.17,22.83,20545.24,21487.65,0.5229,1,249.0,0.4,126.65,136.14
PROJ-2024-1256,2,2,100.0,88.97,11.03,41090.49,39774.51,0.968,4,1188.9,8.1,129.2,135.5
PROJ-2021-1257,1,4,25.0,6.51,18.49,27999.71,31543.17,0.2816,1,169.5,1.2,109.14,113.6
PROJ-2021-1257,2,4,50.0,38.36,11.64,55999.42,62336.57,0.5566,1,201.7,1.1,110.42,115.13
PROJ-2021-1257,3,4,75.0,57.57,17.43,83999.13,94035.5,0.8396,5,919.1,5.2,110.31,114.78
PROJ-2021-1257,4,4,100.0,65.92,34.08,111998.84,131507.58,1.1742,6,872.4,6.9,111.42,115.16
PROJ-2018-1258,1,4,25.0,22.23,2.77,12139.23,12222.72,0.2517,3,958.0,1.9,100.33,98.35
PROJ-2018-1258,2,4,50.0,56.73,-6.73,24278.46,23499.48,0.484,4,741.3,9.5,99.73,100.29
PROJ-2018-1258,3,4,75.0,63.82,11.18,36417.69,35806.89,0.7374,3,372.9,4.1,100.47,100.99
PROJ-2018-1258,4,4,100.0,100.0,0.0,48556.92,48352.04,0.9958,0,106.1,0.4,99.63,100.04
PROJ-2018-1259,1,2,50.0,40.88,9.12,5000.0,5196.83,0.5197,1,95.5,0.4,98.66,99.6
PROJ-2018-1259,2,2,100.0,83.07,16.93,10000.0,10452.13,1.0452,4,1128.7,4.8,100.07,100.03
PROJ-2022-1260,1,2,50.0,47.97,2.03,5000.0,5240.89,0.5241,3,1039.1,8.1,113.78,124.54
PROJ-2022-1260,2,2,100.0,100.0,0.0,10000.0,10652.79,1.0653,1,429.9,2.9,116.55,126.03
PROJ-2025-1261,1,2,50.0,20.97,29.03,39020.31,37307.73,0.4781,2,842.9,4.8,132.16,139.98
PROJ-2025-1261,2,2,100.0,25.21,74.79,78040.61,71048.85,0.9104,3,139.6,1.8,133.2,136.66
PROJ-2023-1262,1,2,50.0,52.4,-2.4,299246.92,310264.77,0.5184,2,1220.3,10.3,120.8,129.45
PROJ-2023-1262,2,2,100.0,90.21,9.79,598493.85,517341.25,0.8644,2,284.0,3.5,123.95,130.57
PROJ-2016-1263,1,4,25.0,34.73,-9.73,11688.14,12250.47,0.262,4,140.3,0.6,94.57,95.14
PROJ-2016-1263,2,4,50.0,39.67,10.33,23376.27,21366.0,0.457,0,557.2,2.7,94.54,97.26
PROJ-2016-1263,3,4,75.0,75.94,-0.94,35064.4,32193.67,0.6886,3,1100.8,8.8,94.64,94.84
PROJ-2016-1263,4,4,100.0,95.7,4.3,46752.54,48029.6,1.0273,4,461.8,4.6,94.4,95.91
PROJ-2020-1264,1,2,50.0,67.67,-17.67,56030.94,54892.98,0.4898,6,1186.6,7.0,103.68,105.48
PROJ-2020-1264,2,2,100.0,100.0,0.0,112061.89,115919.6,1.0344,1,343.2,3.2,105.77,109.27
PROJ-2024-1265,1,2,50.0,57.69,-7.69,69942.23,85366.64,0.6103,4,282.8,3.1,126.39,135.48
PROJ-2024-1265,2,2,100.0,90.75,9.25,139884.46,183659.77,1.3129,2,113.3,0.5,128.41,135.22
PROJ-2021-1266,1,4,25.0,10.67,14.33,3849.7,3420.6,0.2221,5,1382.8,4.2,108.7,115.52
PROJ-2021-1266,2,4,50.0,47.49,2.51,7699.4,7771.31,0.5047,4,916.8,7.3,108.29,116.12
PROJ-2021-1266,3,4,75.0,81.01,-6.01,11549.1,12038.21,0.7818,3,174.8,2.0,110.71,113.89
PROJ-2021-1266,4,4,100.0,81.01,18.99,15398.8,16748.31,1.0876,1,223.9,0.4,109.65,113.58
PROJ-2024-1267,1,4,25.0,0.0,25.0,73593.38,84823.18,0.2881,4,489.1,5.1,127.1,135.47
PROJ-2024-1267,2,4,50.0,8.73,41.27,147186.76,173572.07,0.5896,3,142.9,0.3,127.68,134.88
PROJ-2024-1267,3,4,75.0,87.39,-12.39,220780.13,264810.33,0.8996,1,543.7,2.1,127.87,136.65
PROJ-2024-1267,4,4,100.0,100.0,0.0,294373.51,394084.9,1.3387,4,1100.0,7.5,129.14,136.69
PROJ-2017-1268,1,2,50.0,49.61,0.39,5000.0,5320.94,0.5321,5,1220.3,6.9,96.86,96.45
PROJ-2017-1268,2,2,100.0,100.0,0.0,10000.0,9930.93,0.9931,6,811.6,8.4,96.91,99.45
PROJ-2018-1269,1,4,25.0,5.69,19.31,16934.03,14974.32,0.2211,7,725.9,8.6,99.46,100.64
PROJ-2018-1269,2,4,50.0,47.08,2.92,33868.07,31011.2,0.4578,4,168.4,2.2,100.87,100.7
PROJ-2018-1269,3,4,75.0,73.04,1.96,50802.1,44820.06,0.6617,1,270.3,0.8,99.52,98.95
PROJ-2018-1269,4,4,100.0,78.19,21.81,67736.14,67324.49,0.9939,2,1326.5,5.2,100.59,101.86
PROJ-2018-1270,1,2,50.0,52.11,-2.11,38586.68,39580.79,0.5129,3,469.8,1.8,99.44,99.99
PROJ-2018-1270,2,2,100.0,100.0,0.0,77173.37,75817.57,0.9824,3,1263.8,10.3,99.59,100.2
PROJ-2023-1271,1,2,50.0,29.74,20.26,5000.0,4702.1,0.4702,2,98.2,0.4,121.09,130.48
PROJ-2023-1271,2,2,100.0,100.0,0.0,10000.0,10185.57,1.0186,4,952.7,5.4,124.04,129.45
PROJ-2020-1272,1,4,25.0,24.72,0.28,80577.96,85728.18,0.266,3,771.4,9.0,103.91,107.1
PROJ-2020-1272,2,4,50.0,45.47,4.53,161155.92,189876.75,0.5891,4,189.1,1.6,104.89,106.42
PROJ-2020-1272,3,4,75.0,62.15,12.85,241733.89,285574.46,0.886,0,227.6,0.8,105.03,106.87
PROJ-2020-1272,4,4,100.0,100.0,0.0,322311.85,400526.06,1.2427,5,1200.9,9.1,106.05,107.46
PROJ-2022-1273,1,2,50.0,43.77,6.23,44016.78,48957.24,0.5561,2,361.9,3.8,114.64,125.04
PROJ-2022-1273,2,2,100.0,86.24,13.76,88033.56,106444.05,1.2091,2,128.7,0.5,117.32,123.66
PROJ-2023-1274,1,2,50.0,35.91,14.09,518372.58,588473.33,0.5676,1,601.2,1.3,122.59,128.35
PROJ-2023-1274,2,2,100.0,62.87,37.13,1036745.15,1252095.32,1.2077,4,1176.0,9.8,121.84,128.92
PROJ-2025-1275,1,2,50.0,48.82,1.18,5000.0,4872.23,0.4872,4,1385.2,9.4,131.58,139.41
PROJ-2025-1275,2,2,100.0,100.0,0.0,10000.0,10804.45,1.0804,5,1017.9,4.5,132.14,138.18
PROJ-2016-1276,1,2,50.0,26.13,23.87,85708.48,91333.89,0.5328,1,219.9,1.2,93.77,94.36
PROJ-2016-1276,2,2,100.0,88.93,11.07,171416.95,207608.97,1.2111,4,322.6,1.0,94.55,96.37
PROJ-2020-1277,1,2,50.0,61.95,-11.95,10522.83,10847.11,0.5154,2,130.5,0.4,102.87,107.9
PROJ-2020-1277,2,2,100.0,84.95,15.05,21045.65,22096.37,1.0499,1,1070.8,3.1,104.7,105.84
PROJ-2017-1278,1,2,50.0,55.09,-5.09,6757.2,6728.98,0.4979,2,197.0,2.3,96.2,97.67
PROJ-2017-1278,2,2,100.0,96.81,3.19,13514.41,12988.37,0.9611,2,238.7,1.0,97.02,98.97
PROJ-2021-1279,1,2,50.0,50.43,-0.43,19446.82,19382.2,0.4983,2,541.6,2.2,108.96,113.92
PROJ-2021-1279,2,2,100.0,97.23,2.77,38893.64,36682.41,0.9431,4,1280.9,4.7,112.32,115.12
PROJ-2024-1280,1,2,50.0,51.5,-1.5,5000.0,5174.68,0.5175,0,98.7,0.5,125.49,134.75
PROJ-2024-1280,2,2,100.0,93.36,6.64,10000.0,9542.38,0.9542,1,901.4,4.1,128.55,136.61
PROJ-2022-1281,1,4,25.0,11.33,13.67,330714.27,330561.24,0.2499,5,613.0,6.6,114.88,124.73
PROJ-2022-1281,2,4,50.0,35.63,14.37,661428.55,735835.65,0.5562,3,243.7,1.4,116.45,126.49
PROJ-2022-1281,3,4,75.0,67.11,7.89,992142.82,1144313.38,0.865,5,256.9,0.9,115.63,125.56
PROJ-2022-1281,4,4,100.0,70.21,29.79,1322857.09,1564789.34,1.1829,5,1280.7,7.4,116.81,125.17
PROJ-2023-1282,1,2,50.0,56.7,-6.7,19136.81,18839.63,0.4922,4,721.5,6.6,123.29,128.87
PROJ-2023-1282,2,2,100.0,97.74,2.26,38273.62,37610.79,0.9827,2,239.0,1.7,122.24,131.82
PROJ-2025-1283,1,4,25.0,4.4,20.6,2500.0,2645.56,0.2646,4,349.1,2.3,129.75,136.84
PROJ-2025-1283,2,4,50.0,53.87,-3.87,5000.0,5050.71,0.5051,0,112.1,0.4,132.3,139.09
PROJ-2025-1283,3,4,75.0,74.98,0.02,7500.0,7706.08,0.7706,5,433.5,6.8,132.96,140.8
PROJ-2025-1283,4,4,100.0,98.43,1.57,10000.0,9886.49,0.9886,5,1371.3,10.5,132.69,142.01
PROJ-2023-1284,1,2,50.0,46.23,3.77,577227.09,609698.27,0.5281,4,615.9,7.5,121.97,129.63
PROJ-2023-1284,2,2,100.0,75.66,24.34,1154454.19,1369030.96,1.1859,3,221.3,1.2,122.25,132.85
PROJ-2020-1285,1,2,50.0,53.95,-3.95,167072.23,161744.09,0.4841,1,226.7,1.4,104.98,106.56
PROJ-2020-1285,2,2,100.0,100.0,0.0,334144.46,340075.43,1.0177,1,228.7,0.7,104.46,106.82
PROJ-2018-1286,1,2,50.0,54.65,-4.65,15347.6,18302.95,0.5963,2,139.0,0.6,99.05,98.83
PROJ-2018-1286,2,2,100.0,100.0,0.0,30695.21,40042.65,1.3045,1,545.1,3.0,100.17,99.46
PROJ-2019-1287,1,2,50.0,47.12,2.88,305856.65,305552.84,0.4995,1,193.1,1.3,102.33,101.04
PROJ-2019-1287,2,2,100.0,89.23,10.77,611713.3,621010.07,1.0152,5,198.7,1.0,101.96,104.36
PROJ-2021-1288,1,2,50.0,23.16,26.84,5000.0,4905.51,0.4906,3,1325.6,7.9,107.55,112.03
PROJ-2021-1288,2,2,100.0,85.84,14.16,10000.0,9250.52,0.9251,1,549.2,2.5,109.78,113.0
PROJ-2019-1289,1,4,25.0,1.27,23.73,12294.23,11693.4,0.2378,1,398.2,3.8,104.59,104.0
PROJ-2019-1289,2,4,50.0,48.26,1.74,24588.47,26122.07,0.5312,1,148.9,0.4,102.78,104.27
PROJ-2019-1289,3,4,75.0,79.86,-4.86,36882.7,38703.16,0.787,3,950.7,5.2,102.38,105.9
PROJ-2019-1289,4,4,100.0,84.88,15.12,49176.93,49640.9,1.0094,3,1124.2,8.3,102.37,105.88
PROJ-2023-1290,1,2,50.0,21.33,28.67,13091.23,13554.96,0.5177,3,725.9,6.5,121.72,131.47
PROJ-2023-1290,2,2,100.0,98.25,1.75,26182.46,24060.58,0.919,2,440.1,2.2,122.02,131.48
PROJ-2023-1291,1,2,50.0,71.78,-21.78,166805.16,198600.06,0.5953,2,110.6,0.7,121.36,129.22
PROJ-2023-1291,2,2,100.0,100.0,0.0,333610.32,446241.46,1.3376,1,480.7,2.3,125.57,131.13
PROJ-2023-1292,1,2,50.0,26.16,23.84,7423.62,7073.97,0.4764,3,907.8,5.0,122.01,129.47
PROJ-2023-1292,2,2,100.0,98.67,1.33,14847.25,14380.01,0.9685,5,814.4,9.3,122.86,131.05
PROJ-2020-1293,1,2,50.0,47.32,2.68,5000.0,5153.03,0.5153,3,1029.9,3.8,103.98,107.2
PROJ-2020-1293,2,2,100.0,54.08,45.92,10000.0,9450.77,0.9451,6,1002.0,8.8,105.69,109.06
