quarter,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly,context_id
1,235.2,0.9,98.9,97.59,CTX-4357
2,827.4,7.0,97.15,98.36,CTX-4358
1,947.7,2.7,130.86,139.16,CTX-4359
2,1065.9,9.8,132.72,138.58,CTX-4360
3,421.0,4.0,133.11,137.52,CTX-4361
4,129.0,0.7,131.7,143.18,CTX-4362
1,517.9,2.3,127.52,134.02,CTX-4363
2,1098.1,6.2,126.41,134.49,CTX-4364
1,738.2,7.2,122.51,132.16,CTX-4365
2,167.4,1.7,122.86,131.12,CTX-4366
1,106.0,0.5,115.67,124.3,CTX-4367
2,590.6,1.3,115.66,125.81,CTX-4368
1,555.5,3.2,115.41,123.51,CTX-4369
2,149.3,0.7,116.21,124.28,CTX-4370
1,1021.8,8.7,100.52,104.08,CTX-4371
2,374.2,3.3,101.47,101.67,CTX-4372
1,615.4,2.0,103.24,107.94,CTX-4373
2,1057.4,9.1,105.17,106.69,CTX-4374
1,361.2,2.8,104.55,106.61,CTX-4375
2,181.1,0.5,105.44,108.32,CTX-4376
1,388.0,2.8,104.7,106.36,CTX-4377
2,143.1,0.6,103.91,108.17,CTX-4378
3,730.0,3.2,104.94,108.62,CTX-4379
4,1129.7,7.2,106.87,108.25,CTX-4380
1,1667.6,8.8,110.42,112.13,CTX-4381
2,603.7,5.2,109.85,114.16,CTX-4382
1,1118.4,2.9,104.08,104.52,CTX-4383
2,1001.1,5.9,102.76,103.76,CTX-4384
3,412.1,2.7,103.88,103.06,CTX-4385
4,127.2,0.5,102.98,103.48,CTX-4386
1,526.1,3.7,99.39,98.6,CTX-4387
2,136.8,0.5,100.28,101.17,CTX-4388
1,1188.4,6.3,94.19,96.01,CTX-4389
2,318.6,3.3,94.17,93.64,CTX-4390
3,115.1,0.3,95.53,97.35,CTX-4391
4,799.7,4.1,95.84,94.35,CTX-4392
1,440.4,3.8,108.11,112.46,CTX-4393
2,117.9,0.7,109.9,114.35,CTX-4394
1,541.0,6.3,99.49,99.58,CTX-4395
2,152.7,0.4,99.3,99.78,CTX-4396
1,454.8,2.7,130.77,137.46,CTX-4397
2,1336.1,8.8,132.04,139.52,CTX-4398
1,858.3,9.2,131.02,137.9,CTX-4399
2,195.5,2.2,133.16,136.06,CTX-4400
1,225.2,0.8,127.31,135.32,CTX-4401
2,1193.7,4.7,126.37,136.34,CTX-4402
1,1042.9,5.3,101.53,101.49,CTX-4403
2,372.8,3.2,102.07,102.86,CTX-4404
1,112.3,0.8,122.37,130.38,CTX-4405
2,457.8,1.6,123.29,130.39,CTX-4406
1,396.8,3.4,107.33,115.17,CTX-4407
2,107.1,0.6,109.24,113.83,CTX-4408
1,388.4,2.6,114.3,126.36,CTX-4409
2,139.3,0.2,115.13,126.8,CTX-4410
3,803.7,3.7,115.41,126.58,CTX-4411
4,1010.8,9.8,118.02,125.23,CTX-4412
1,97.2,0.7,114.67,122.66,CTX-4413
2,467.7,2.6,115.43,126.41,CTX-4414
1,384.9,2.0,94.25,96.34,CTX-4415
2,1199.2,11.8,94.23,96.26,CTX-4416
1,1233.9,9.0,99.11,98.29,CTX-4417
2,486.3,5.1,99.61,99.02,CTX-4418
3,133.0,0.5,99.81,101.43,CTX-4419
4,515.8,2.7,100.4,101.44,CTX-4420
1,1014.7,9.1,121.82,130.85,CTX-4421
2,649.5,7.3,122.49,131.58,CTX-4422
1,998.3,5.6,132.4,138.0,CTX-4423
2,602.2,7.7,132.91,136.46,CTX-4424
3,211.1,1.5,132.79,139.62,CTX-4425
4,197.7,0.8,133.2,139.33,CTX-4426
1,547.3,2.2,132.08,140.09,CTX-4427
2,1205.2,8.9,131.87,136.85,CTX-4428
1,821.2,7.0,94.2,95.05,CTX-4429
2,175.8,1.7,92.53,96.14,CTX-4430
1,149.2,0.7,126.43,133.74,CTX-4431
2,1120.1,2.0,127.94,135.91,CTX-4432
1,658.2,9.0,120.75,129.77,CTX-4433
2,198.8,2.2,122.96,131.42,CTX-4434
3,224.5,1.0,122.35,129.0,CTX-4435
4,1328.2,8.1,123.58,131.33,CTX-4436
1,218.8,0.9,105.85,106.76,CTX-4437
2,1144.5,10.6,104.31,106.04,CTX-4438
3,809.0,5.3,105.17,108.72,CTX-4439
4,168.6,1.5,104.9,109.53,CTX-4440
1,1522.9,5.4,99.0,96.4,CTX-4441
2,609.4,6.6,99.94,97.33,CTX-4442
3,148.5,0.6,101.45,101.16,CTX-4443
4,541.4,2.4,99.32,102.56,CTX-4444
1,523.9,2.4,92.98,94.88,CTX-4445
2,1091.1,5.5,93.82,96.63,CTX-4446
1,387.6,4.0,96.5,97.95,CTX-4447
2,112.6,0.3,98.32,97.72,CTX-4448
1,663.1,7.1,125.58,135.28,CTX-4449
2,142.9,0.6,126.69,133.93,CTX-4450
1,380.5,3.8,114.03,124.91,CTX-4451
2,117.7,0.4,115.3,124.84,CTX-4452
1,514.0,5.4,104.56,106.83,CTX-4453
2,159.4,0.6,105.14,109.27,CTX-4454
3,414.1,1.2,105.65,109.89,CTX-4455
4,1397.1,9.4,105.66,107.83,CTX-4456
1,894.7,4.3,116.38,124.5,CTX-4457
2,724.8,6.9,115.78,127.59,CTX-4458
3,384.8,3.7,116.99,123.79,CTX-4459
4,142.3,0.3,116.73,126.73,CTX-4460
1,238.2,1.0,131.47,139.08,CTX-4461
2,1022.9,4.1,131.74,137.63,CTX-4462
3,1074.2,5.6,133.0,142.95,CTX-4463
4,215.9,2.2,132.79,139.31,CTX-4464
1,163.2,1.2,98.78,95.31,CTX-4465
2,232.7,0.8,98.18,99.95,CTX-4466
1,115.4,0.8,131.58,138.0,CTX-4467
2,495.6,2.4,133.25,137.67,CTX-4468
1,546.9,2.9,93.7,95.33,CTX-4469
2,1236.1,5.5,93.46,96.05,CTX-4470
1,376.7,4.1,114.31,124.57,CTX-4471
2,171.8,0.4,115.34,126.17,CTX-4472
3,670.9,4.2,116.59,125.36,CTX-4473
4,1100.5,8.1,115.78,125.69,CTX-4474
1,132.5,0.7,96.63,96.2,CTX-4475
2,850.1,5.3,97.93,97.2,CTX-4476
3,1307.5,5.1,96.07,98.09,CTX-4477
4,271.1,5.4,98.4,99.29,CTX-4478
1,140.4,0.5,101.8,102.31,CTX-4479
2,932.8,3.1,103.96,102.11,CTX-4480
3,1243.5,10.8,103.17,101.54,CTX-4481
4,405.6,3.6,102.91,104.23,CTX-4482
1,193.0,1.4,108.88,114.92,CTX-4483
2,282.8,0.7,108.95,114.5,CTX-4484
1,199.6,0.4,105.76,108.52,CTX-4485
2,798.7,5.1,104.1,107.32,CTX-4486
3,884.5,9.0,105.36,109.45,CTX-4487
4,168.8,1.7,106.62,107.23,CTX-4488
1,1128.4,10.7,94.51,96.1,CTX-4489
2,360.6,2.8,94.48,97.7,CTX-4490
3,114.8,0.5,94.35,95.99,CTX-4491
4,1121.9,3.4,94.51,96.97,CTX-4492
1,773.6,3.8,115.37,125.33,CTX-4493
2,98.2,0.6,116.61,124.5,CTX-4494
1,113.2,0.7,96.65,98.07,CTX-4495
2,574.8,2.5,97.78,96.03,CTX-4496
3,1129.5,4.3,97.33,97.76,CTX-4497
4,615.3,4.6,98.5,99.44,CTX-4498
1,692.4,5.2,115.86,124.18,CTX-4499
2,137.7,0.4,117.12,124.74,CTX-4500
3,499.2,2.7,117.17,123.65,CTX-4501
4,1153.7,8.1,116.99,125.54,CTX-4502
1,810.6,8.1,121.59,128.53,CTX-4503
2,199.1,1.5,122.29,129.27,CTX-4504
3,219.1,0.7,123.63,131.27,CTX-4505
4,1059.4,5.7,123.68,134.17,CTX-4506
1,1081.8,6.2,95.06,93.01,CTX-4507
2,760.0,7.2,93.47,95.92,CTX-4508
1,1073.2,10.5,123.18,130.4,CTX-4509
2,358.7,2.8,124.45,129.82,CTX-4510
1,142.8,0.4,102.66,103.34,CTX-4511
2,880.5,6.1,102.19,102.77,CTX-4512
3,1021.1,10.9,101.87,102.11,CTX-4513
4,308.5,5.1,103.56,105.33,CTX-4514
1,142.2,0.6,99.13,98.25,CTX-4515
2,722.9,3.3,97.34,100.71,CTX-4516
1,783.6,5.7,102.04,101.52,CTX-4517
2,196.5,1.3,103.77,104.08,CTX-4518
3,235.9,1.1,101.42,103.29,CTX-4519
4,920.5,10.7,103.12,106.05,CTX-4520
1,193.1,0.8,104.0,107.05,CTX-4521
2,160.0,0.8,105.57,106.69,CTX-4522
1,971.0,9.4,130.46,137.81,CTX-4523
2,426.3,6.3,132.34,139.49,CTX-4524
1,181.4,1.5,100.85,103.6,CTX-4525
2,297.1,0.8,103.45,102.97,CTX-4526
1,778.8,4.1,123.38,132.29,CTX-4527
2,940.0,12.7,122.29,129.54,CTX-4528
3,304.6,3.2,122.47,132.25,CTX-4529
4,139.8,0.3,123.7,133.08,CTX-4530
1,935.9,8.3,99.45,100.82,CTX-4531
2,406.9,4.1,100.32,100.87,CTX-4532
3,126.8,0.6,100.25,101.59,CTX-4533
4,589.5,3.2,101.05,103.06,CTX-4534
1,366.7,3.5,109.9,113.0,CTX-4535
2,108.9,0.5,108.67,114.75,CTX-4536
1,418.1,1.3,130.74,136.87,CTX-4537
2,1272.1,5.4,132.87,139.54,CTX-4538
3,699.4,5.1,132.89,140.36,CTX-4539
4,117.6,0.7,133.17,141.34,CTX-4540
1,1074.5,6.5,102.14,103.34,CTX-4541
2,907.2,5.4,101.2,100.65,CTX-4542
3,199.7,1.3,102.01,104.54,CTX-4543
4,292.4,0.5,102.9,104.76,CTX-4544
1,358.8,3.1,125.59,135.75,CTX-4545
2,137.1,0.5,126.55,135.86,CTX-4546
1,580.9,6.9,108.69,111.13,CTX-4547
2,135.2,0.8,110.71,116.7,CTX-4548
3,559.3,1.6,109.34,113.87,CTX-4549
4,1453.9,7.0,110.07,114.89,CTX-4550
1,99.1,0.2,103.71,106.99,CTX-4551
2,1109.0,5.4,104.22,107.88,CTX-4552
3,769.5,9.9,105.2,109.56,CTX-4553
4,329.7,3.1,105.64,107.46,CTX-4554
1,1060.8,7.9,128.0,134.39,CTX-4555
2,997.0,5.2,127.32,136.1,CTX-4556
1,205.0,1.5,99.23,99.32,CTX-4557
2,190.5,0.8,99.5,99.59,CTX-4558
1,1001.1,5.0,99.37,100.49,CTX-4559
2,902.5,5.9,99.38,99.56,CTX-4560
1,271.6,1.0,95.57,94.46,CTX-4561
2,1087.5,7.7,93.67,95.99,CTX-4562
1,237.8,0.5,102.65,102.19,CTX-4563
2,959.7,7.7,102.11,101.32,CTX-4564
3,887.9,5.9,103.23,105.77,CTX-4565
4,219.3,1.2,103.89,102.56,CTX-4566
1,259.3,0.8,96.34,98.08,CTX-4567
2,974.4,6.5,98.66,98.03,CTX-4568
3,948.7,5.1,97.63,98.48,CTX-4569
4,152.2,1.5,97.71,98.95,CTX-4570
1,208.4,0.9,127.07,135.46,CTX-4571
2,1017.4,9.6,126.26,133.83,CTX-4572
1,760.1,10.4,126.52,134.42,CTX-4573
2,545.4,5.5,127.27,135.69,CTX-4574
3,157.7,0.6,127.46,136.62,CTX-4575
4,616.0,2.1,128.23,135.28,CTX-4576
1,655.9,2.1,101.71,104.12,CTX-4577
2,1212.4,8.4,102.27,101.4,CTX-4578
3,728.6,5.9,103.03,104.58,CTX-4579
4,122.7,0.5,104.09,105.71,CTX-4580
1,520.8,1.8,102.98,102.61,CTX-4581
2,1299.0,6.4,101.63,103.94,CTX-4582
3,675.2,8.3,103.72,103.36,CTX-4583
4,169.2,0.5,104.8,102.96,CTX-4584
1,374.3,2.4,128.05,133.1,CTX-4585
2,902.2,4.7,127.12,136.97,CTX-4586
1,714.3,8.0,92.24,96.91,CTX-4587
2,101.7,0.9,94.31,93.33,CTX-4588
1,548.9,2.0,132.96,139.32,CTX-4589
2,1067.6,8.6,132.65,139.46,CTX-4590
1,821.7,8.0,92.95,96.23,CTX-4591
2,195.5,1.6,94.92,94.84,CTX-4592
3,297.7,0.7,94.31,95.36,CTX-4593
4,1136.9,8.9,96.61,95.26,CTX-4594
1,493.6,6.7,110.16,114.55,CTX-4595
2,131.9,0.6,110.06,111.84,CTX-4596
1,975.4,7.8,113.9,125.38,CTX-4597
2,599.6,3.1,116.68,124.65,CTX-4598
3,103.1,0.5,115.57,126.24,CTX-4599
4,666.0,2.1,116.91,126.15,CTX-4600
1,988.7,9.5,99.97,100.41,CTX-4601
2,671.6,7.2,99.63,100.55,CTX-4602
3,186.3,2.0,99.8,101.69,CTX-4603
4,285.3,0.7,100.93,101.45,CTX-4604
1,499.8,2.2,94.35,95.25,CTX-4605
2,1222.0,9.8,94.36,96.25,CTX-4606
1,1340.6,10.4,98.98,101.15,CTX-4607
2,352.5,4.0,100.88,97.49,CTX-4608
1,950.7,6.5,115.76,123.41,CTX-4609
2,741.3,7.1,115.59,124.45,CTX-4610
1,1083.2,6.6,131.56,135.99,CTX-4611
2,492.3,7.1,131.91,138.43,CTX-4612
3,184.8,1.6,133.76,140.88,CTX-4613
4,294.3,0.7,132.42,140.38,CTX-4614
1,466.7,1.6,103.31,107.54,CTX-4615
2,1028.6,6.4,104.16,107.81,CTX-4616
3,449.3,5.0,105.38,108.93,CTX-4617
4,100.1,0.8,105.55,109.43,CTX-4618
1,1175.3,6.7,109.17,113.55,CTX-4619
2,615.4,8.3,109.7,111.77,CTX-4620
1,850.7,10.8,93.61,96.19,CTX-4621
2,382.9,3.8,95.03,96.23,CTX-4622
3,143.6,0.4,94.44,97.35,CTX-4623
4,877.0,2.4,94.15,95.39,CTX-4624
1,513.9,1.6,96.68,97.18,CTX-4625
2,753.0,3.0,98.69,98.22,CTX-4626
3,449.7,7.0,98.42,96.1,CTX-4627
4,110.0,0.8,98.51,98.88,CTX-4628
1,120.6,0.5,94.28,95.34,CTX-4629
2,642.4,3.2,94.55,96.64,CTX-4630
1,702.4,3.6,107.6,114.23,CTX-4631
2,1113.8,7.7,109.07,113.74,CTX-4632
3,305.8,3.4,110.7,114.36,CTX-4633
4,100.5,0.5,110.55,115.68,CTX-4634
1,219.1,1.2,100.16,100.89,CTX-4635
2,195.1,0.7,99.41,98.92,CTX-4636
1,671.2,4.8,99.52,98.39,CTX-4637
2,1051.0,9.1,99.64,100.91,CTX-4638
1,126.4,0.4,101.49,102.91,CTX-4639
2,810.9,6.9,101.95,102.55,CTX-4640
1,121.6,0.6,130.95,135.52,CTX-4641
2,657.3,3.0,132.81,138.05,CTX-4642
3,1101.5,10.0,133.74,138.87,CTX-4643
4,826.2,7.8,132.12,139.17,CTX-4644
1,717.5,8.5,108.86,113.21,CTX-4645
2,206.9,1.3,110.39,114.22,CTX-4646
3,211.0,0.7,109.15,112.92,CTX-4647
4,1330.9,6.2,110.74,117.1,CTX-4648
1,443.1,1.3,109.96,113.25,CTX-4649
2,1140.6,9.6,110.59,113.66,CTX-4650
3,652.0,5.7,111.37,114.79,CTX-4651
4,118.4,0.6,111.02,115.96,CTX-4652
1,136.7,0.4,109.78,112.09,CTX-4653
2,685.9,4.9,110.81,114.77,CTX-4654
1,614.2,5.2,98.49,97.43,CTX-4655
2,221.0,1.1,97.87,97.51,CTX-4656
1,1039.7,5.2,99.92,98.43,CTX-4657
2,742.1,8.6,99.82,102.52,CTX-4658
3,211.2,0.9,99.26,99.05,CTX-4659
4,278.5,0.9,102.77,98.9,CTX-4660
1,353.7,4.3,132.07,138.96,CTX-4661
2,116.1,0.4,131.81,140.85,CTX-4662
3,884.8,5.0,132.68,139.6,CTX-4663
4,904.4,7.4,133.84,140.82,CTX-4664
1,133.2,0.6,107.7,114.26,CTX-4665
2,572.9,2.4,109.63,115.22,CTX-4666
1,456.1,1.6,121.69,131.08,CTX-4667
2,1247.8,8.8,123.14,131.62,CTX-4668
3,396.8,4.8,122.29,132.65,CTX-4669
4,148.0,0.6,123.91,131.87,CTX-4670
1,606.5,5.7,103.87,108.97,CTX-4671
2,110.9,0.7,104.06,108.32,CTX-4672
1,593.9,5.9,96.24,98.75,CTX-4673
2,133.2,0.5,97.05,97.96,CTX-4674
1,902.3,5.7,127.24,133.67,CTX-4675
2,1287.8,6.1,126.49,136.15,CTX-4676
3,397.2,4.7,128.49,134.58,CTX-4677
4,123.7,0.3,129.26,135.17,CTX-4678
1,103.3,0.3,113.84,123.78,CTX-4679
2,693.0,3.2,115.84,125.13,CTX-4680
3,1070.9,4.5,115.97,124.7,CTX-4681
4,414.0,4.3,115.37,125.55,CTX-4682
1,615.5,7.0,114.63,123.46,CTX-4683
2,162.3,0.8,115.5,125.83,CTX-4684
1,592.5,1.1,93.02,96.26,CTX-4685
2,1106.1,3.4,93.64,95.69,CTX-4686
1,859.0,5.2,132.7,139.11,CTX-4687
2,1042.2,7.5,132.93,138.76,CTX-4688
1,334.5,1.5,93.11,95.66,CTX-4689
2,131.4,0.6,94.48,95.38,CTX-4690
3,983.2,3.5,94.76,96.05,CTX-4691
4,1116.4,9.9,94.96,96.05,CTX-4692
1,1312.5,11.0,110.36,112.78,CTX-4693
2,322.4,2.1,109.14,113.8,CTX-4694
1,874.6,6.6,108.27,114.61,CTX-4695
2,178.5,1.2,109.59,112.6,CTX-4696
1,405.6,2.6,105.15,107.54,CTX-4697
2,1355.7,10.2,105.37,108.6,CTX-4698
1,414.4,4.6,92.88,94.56,CTX-4699
2,105.7,0.4,94.74,98.65,CTX-4700
3,860.8,3.6,94.58,96.29,CTX-4701
4,926.0,7.6,95.8,96.01,CTX-4702
1,200.0,1.9,100.51,100.15,CTX-4703
2,230.1,0.5,99.05,98.61,CTX-4704
3,1326.3,6.3,100.78,101.24,CTX-4705
4,919.8,5.5,101.08,102.44,CTX-4706
1,719.4,8.3,126.47,137.26,CTX-4707
2,1103.9,8.1,127.95,133.73,CTX-4708
1,930.7,11.2,122.18,130.3,CTX-4709
2,367.5,3.7,122.97,131.44,CTX-4710
1,692.1,4.4,115.81,123.87,CTX-4711
2,122.6,0.5,115.84,124.87,CTX-4712
1,1037.9,7.6,98.01,96.94,CTX-4713
2,195.0,1.6,98.27,97.86,CTX-4714
1,905.0,6.9,99.74,98.05,CTX-4715
2,201.6,1.0,99.42,101.04,CTX-4716
3,344.1,1.0,99.5,99.24,CTX-4717
4,1183.9,6.7,99.66,101.37,CTX-4718
1,390.9,2.7,126.89,134.21,CTX-4719
2,144.9,0.5,127.31,135.77,CTX-4720
1,1151.6,7.4,127.41,134.09,CTX-4721
2,334.1,3.3,126.92,134.36,CTX-4722
1,1012.2,9.0,114.59,124.52,CTX-4723
2,679.8,8.5,116.48,124.41,CTX-4724
3,183.5,1.9,115.65,124.59,CTX-4725
4,186.1,0.7,115.51,126.35,CTX-4726
1,989.0,10.0,108.57,113.23,CTX-4727
2,377.6,3.8,109.02,112.3,CTX-4728
1,345.5,3.7,127.37,136.5,CTX-4729
2,104.1,0.6,126.82,136.98,CTX-4730
1,625.1,6.0,114.26,124.66,CTX-4731
2,120.5,0.5,115.48,123.6,CTX-4732
1,631.2,4.1,103.72,105.94,CTX-4733
2,854.5,10.2,103.12,107.37,CTX-4734
1,1052.1,9.1,122.58,129.29,CTX-4735
2,609.1,5.3,124.8,130.44,CTX-4736
3,116.6,0.5,123.91,129.66,CTX-4737
4,596.6,1.6,123.99,132.53,CTX-4738
1,823.1,9.7,96.71,96.06,CTX-4739
2,177.0,1.2,95.95,98.89,CTX-4740
3,255.2,0.7,98.82,100.3,CTX-4741
4,1297.1,7.7,99.76,97.45,CTX-4742
1,111.9,0.7,131.95,139.71,CTX-4743
2,901.7,2.2,132.53,138.62,CTX-4744
3,662.6,13.3,130.75,138.8,CTX-4745
4,380.8,1.7,132.51,138.84,CTX-4746
1,383.8,3.9,116.74,122.92,CTX-4747
2,97.7,0.4,115.81,125.83,CTX-4748
1,827.2,5.7,103.86,107.62,CTX-4749
2,147.0,1.7,104.98,108.5,CTX-4750
1,689.3,6.1,103.58,102.12,CTX-4751
2,94.3,0.2,102.48,103.03,CTX-4752
1,1076.4,9.9,107.88,115.62,CTX-4753
2,584.4,5.7,110.04,115.21,CTX-4754
1,96.0,0.6,93.14,95.58,CTX-4755
2,553.8,4.4,94.18,94.72,CTX-4756
1,765.8,5.4,121.85,131.04,CTX-4757
2,187.3,1.5,122.75,129.23,CTX-4758
1,172.5,1.9,121.68,131.37,CTX-4759
2,234.5,0.9,122.96,132.24,CTX-4760
1,517.4,3.0,127.84,134.52,CTX-4761
2,118.2,0.6,126.45,135.83,CTX-4762
1,129.5,0.7,99.93,98.84,CTX-4763
2,696.0,4.5,99.3,100.69,CTX-4764
1,1211.0,11.0,131.49,140.16,CTX-4765
2,564.9,8.6,132.76,139.74,CTX-4766
1,1033.6,9.0,91.93,94.15,CTX-4767
2,209.9,1.4,93.58,96.4,CTX-4768
1,451.6,5.9,116.39,122.52,CTX-4769
2,139.3,0.9,116.14,123.04,CTX-4770
1,133.2,0.5,96.27,99.1,CTX-4771
2,783.8,4.0,96.69,100.46,CTX-4772
1,897.3,9.1,93.73,95.27,CTX-4773
2,312.9,5.0,94.69,96.73,CTX-4774
1,867.6,10.3,95.93,99.14,CTX-4775
2,216.2,1.2,96.22,96.5,CTX-4776
1,222.9,0.7,100.29,102.13,CTX-4777
2,1143.5,7.2,101.31,103.1,CTX-4778
1,299.5,3.2,107.93,112.67,CTX-4779
2,140.1,0.6,109.77,113.46,CTX-4780
3,853.6,2.4,110.54,114.96,CTX-4781
4,1111.7,8.1,110.76,114.9,CTX-4782
1,277.7,0.6,115.07,121.66,CTX-4783
2,1078.7,2.9,114.44,125.88,CTX-4784
3,728.1,4.9,116.44,124.52,CTX-4785
4,192.3,1.3,115.54,124.95,CTX-4786
1,426.4,1.1,104.17,106.71,CTX-4787
2,1046.2,11.4,103.56,104.68,CTX-4788
1,134.6,0.5,127.07,134.51,CTX-4789
2,977.9,5.3,127.56,135.11,CTX-4790
3,922.1,8.7,126.45,137.31,CTX-4791
4,328.7,3.8,128.48,136.09,CTX-4792
1,263.6,0.7,117.19,122.98,CTX-4793
2,954.2,8.6,114.56,123.53,CTX-4794
1,122.1,0.5,101.45,103.85,CTX-4795
2,838.5,5.5,102.64,103.36,CTX-4796
1,535.6,2.6,103.85,105.98,CTX-4797
2,1206.7,7.4,104.31,107.04,CTX-4798
1,108.0,0.7,104.49,105.16,CTX-4799
2,484.2,2.1,104.42,106.58,CTX-4800
3,1149.1,10.3,104.17,107.78,CTX-4801
4,481.8,5.7,106.02,107.97,CTX-4802
1,187.7,1.2,126.65,134.78,CTX-4803
2,239.1,0.4,127.82,136.02,CTX-4804
1,725.9,4.9,104.14,106.64,CTX-4805
2,969.1,8.8,106.18,106.82,CTX-4806
1,451.4,3.0,96.85,99.0,CTX-4807
2,143.3,0.5,96.73,98.46,CTX-4808
1,456.3,2.1,126.83,133.37,CTX-4809
2,1007.9,9.0,128.03,136.51,CTX-4810
3,457.7,4.9,127.66,135.11,CTX-4811
4,116.8,0.5,127.94,135.43,CTX-4812
1,1330.6,4.9,97.09,98.13,CTX-4813
2,311.6,2.2,96.06,98.78,CTX-4814
3,120.6,0.4,98.58,99.14,CTX-4815
4,1123.9,2.6,99.26,98.31,CTX-4816
1,111.7,0.5,96.71,97.85,CTX-4817
2,861.2,2.8,95.16,100.22,CTX-4818
1,593.5,0.8,126.42,134.81,CTX-4819
2,1370.3,7.1,127.35,134.98,CTX-4820
1,121.7,0.8,124.07,127.8,CTX-4821
2,665.4,2.4,122.63,128.63,CTX-4822
1,488.0,3.8,131.19,138.88,CTX-4823
2,1076.7,7.8,131.46,138.78,CTX-4824
3,505.4,6.3,132.65,140.39,CTX-4825
4,103.3,0.7,134.27,142.42,CTX-4826
1,198.9,0.8,108.32,111.78,CTX-4827
2,968.6,4.1,109.01,113.52,CTX-4828
3,786.7,7.0,109.94,114.45,CTX-4829
4,198.5,1.4,110.35,112.85,CTX-4830
1,359.9,4.4,121.95,131.76,CTX-4831
2,122.0,0.6,123.54,131.56,CTX-4832
1,437.6,1.6,131.4,139.75,CTX-4833
2,1038.2,9.7,133.07,139.52,CTX-4834
1,335.0,3.6,103.41,108.9,CTX-4835
2,112.5,0.4,104.19,108.49,CTX-4836
1,427.6,2.0,114.51,125.29,CTX-4837
2,1229.8,8.3,114.68,126.46,CTX-4838
1,123.0,0.5,94.87,93.84,CTX-4839
2,920.8,5.3,94.74,96.18,CTX-4840
1,1010.0,6.1,101.46,102.55,CTX-4841
2,992.5,6.9,102.22,104.75,CTX-4842
1,1197.4,7.9,102.86,105.72,CTX-4843
2,620.6,4.6,105.29,109.2,CTX-4844
1,135.4,0.6,93.85,96.12,CTX-4845
2,815.5,3.4,94.61,95.84,CTX-4846
1,1149.4,5.4,129.29,138.55,CTX-4847
2,413.8,2.8,132.55,139.48,CTX-4848
1,896.0,8.4,97.55,97.98,CTX-4849
2,399.1,2.7,98.26,96.08,CTX-4850
1,1317.6,9.3,131.19,138.64,CTX-4851
2,521.3,7.8,131.9,138.54,CTX-4852
3,123.7,0.7,133.57,138.44,CTX-4853
4,565.6,1.8,133.43,139.66,CTX-4854
1,1303.8,9.3,122.02,131.35,CTX-4855
2,845.0,7.3,122.65,128.59,CTX-4856
1,954.4,10.1,122.39,129.9,CTX-4857
2,433.2,3.6,121.64,129.28,CTX-4858
3,131.9,0.4,123.58,131.17,CTX-4859
4,734.1,4.4,123.87,131.78,CTX-4860
1,521.1,6.5,108.24,112.69,CTX-4861
2,126.1,0.5,111.11,112.73,CTX-4862
1,1136.7,7.8,131.94,136.44,CTX-4863
2,812.6,4.5,132.61,138.36,CTX-4864
1,310.8,5.1,109.49,112.81,CTX-4865
2,127.5,0.4,108.85,116.04,CTX-4866
1,181.3,0.8,107.8,114.6,CTX-4867
2,976.0,7.2,109.44,112.61,CTX-4868
1,149.5,0.6,102.09,102.96,CTX-4869
2,472.2,1.9,102.07,103.88,CTX-4870
1,766.0,4.4,132.57,137.86,CTX-4871
2,956.9,4.2,131.5,137.38,CTX-4872
1,1248.9,6.5,101.6,101.28,CTX-4873
2,864.3,10.6,102.77,101.9,CTX-4874
1,482.2,3.1,94.07,95.53,CTX-4875
2,1097.8,4.6,93.72,96.36,CTX-4876
1,181.2,0.7,102.27,102.19,CTX-4877
2,226.2,0.9,103.3,101.7,CTX-4878
1,799.8,9.8,93.98,96.66,CTX-4879
2,153.2,1.7,94.91,94.38,CTX-4880
3,229.8,0.5,94.77,97.19,CTX-4881
4,1247.0,7.3,94.95,97.4,CTX-4882
1,149.4,0.9,114.44,122.48,CTX-4883
2,503.3,2.7,115.32,125.72,CTX-4884
1,624.1,6.6,114.78,122.7,CTX-4885
2,120.1,0.8,114.7,125.02,CTX-4886
1,528.5,2.5,121.85,130.49,CTX-4887
2,1187.3,2.8,122.92,129.59,CTX-4888
1,115.1,0.6,97.68,96.54,CTX-4889
2,1035.1,3.9,96.83,99.31,CTX-4890
1,174.3,1.0,103.59,106.23,CTX-4891
2,243.7,0.9,104.24,106.79,CTX-4892
3,1067.0,8.5,105.06,108.0,CTX-4893
4,962.4,6.0,104.92,106.43,CTX-4894
1,402.8,2.1,108.72,113.01,CTX-4895
2,1314.1,7.3,109.25,113.94,CTX-4896
1,119.9,0.4,126.77,135.28,CTX-4897
2,943.4,8.8,127.39,136.69,CTX-4898
3,1031.3,9.2,128.37,136.11,CTX-4899
4,332.6,2.5,128.03,134.9,CTX-4900
1,105.8,0.5,127.37,137.04,CTX-4901
2,394.0,2.8,127.01,135.41,CTX-4902
1,1404.0,7.4,114.86,125.82,CTX-4903
2,390.1,3.9,115.61,123.92,CTX-4904
1,1358.5,10.1,128.48,134.06,CTX-4905
2,579.0,5.1,126.5,136.98,CTX-4906
1,1344.2,9.3,104.94,105.08,CTX-4907
2,763.0,6.7,104.58,107.65,CTX-4908
3,118.4,0.7,106.06,106.48,CTX-4909
